Calendar day,sales,complaints
2019-04-03,125.66559066594235,9
2019-04-04,130.6621457107202,1
2019-04-05,134.8250961140799,8
2019-04-06,130.28292715458713,3
2019-04-07,111.707830144396,5
2019-04-08,117.5041625818781,5
2019-04-09,113.2098569418492,5
2019-04-10,99.82597135240037,4
2019-04-11,96.82068350156113,7
2019-04-12,98.59564642473724,1
2019-04-13,104.58630045520847,5
2019-04-14,107.80537711406872,2
2019-04-15,111.98122934777139,5
2019-04-16,116.07856412642136,1
2019-04-17,119.92450615480796,6
2019-04-18,120.09919843027846,7
2019-04-19,111.51970858721364,9
2019-04-20,129.08908554929013,3
2019-04-21,195.22631010317122,8
2019-04-22,229.86833069538355,3
2019-04-23,133.89937831050818,50
2019-04-24,143.52239004384654,5
2019-04-25,139.38164827497678,3
2019-04-26,138.70637448854092,6
2019-04-27,156.7576340379649,9
2019-04-28,159.00597967885204,28
2019-04-29,144.0200194381725,5
2019-04-30,142.85843640411153,2
2019-05-01,215.1457471667745,17
2019-05-02,144.89724858882553,0
2019-05-03,198.62770990634613,0
2019-05-04,134.55440228978912,9
2019-05-05,118.09300518749826,42
2019-05-06,116.46018037802557,3
2019-05-07,113.29221501519834,8
2019-05-08,111.46338498892696,27
2019-05-09,118.84458424084406,3
2019-05-10,101.31989162055801,6
2019-05-11,107.11404817606804,0
2019-05-12,95.94943348796592,6
2019-05-13,98.18115825713025,0
2019-05-14,95.52904830291641,36
2019-05-15,115.94069272295768,5
2019-05-16,113.03314954962859,10
2019-05-17,110.33436386203905,2
2019-05-18,111.11186995357984,1
2019-05-19,136.06263052024815,1
2019-05-20,129.17161151657118,23
2019-05-21,131.95605794979943,9
2019-05-22,123.18830340143757,2
2019-05-23,127.90742726915285,9
2019-05-24,137.46727503174307,5
2019-05-25,146.90573411047947,8
2019-05-26,150.93431322522653,8
2019-05-27,152.93853759173533,7
2019-05-28,143.33444344410105,7
2019-05-29,143.5048200623057,7
2019-05-30,144.5985934485992,2
2019-05-31,132.83309690090923,48
2019-06-01,144.4089773224915,5
2019-06-02,134.09186525992197,3
2019-06-03,141.40723039754084,5
2019-06-04,115.77756913273642,16
2019-06-05,118.7959901415866,8
2019-06-06,128.54906258886285,7
2019-06-07,95.6600573587044,3
2019-06-08,105.07575252627095,7
2019-06-09,150.74192382434362,7
2019-06-10,98.42785457578447,10
2019-06-11,95.00465603907101,2
2019-06-12,115.2016079304188,8
2019-06-13,99.00586423595142,3
2019-06-14,118.21567800673289,8
2019-06-15,113.8013718848566,1
2019-06-16,97.40198335673294,2
2019-06-17,113.06914922506807,5
2019-06-18,126.16171489832882,2
2019-06-19,131.5014965398049,7
2019-06-20,182.44173802277274,3
2019-06-21,143.52347053254275,3
2019-06-22,143.86690389959878,0
2019-06-23,142.89203230126253,5
2019-06-24,149.85057344693018,10
2019-06-25,154.09875854362863,3
2019-06-26,157.52672911888766,2
2019-06-27,146.4667098826675,8
2019-06-28,147.25210489340472,9
2019-06-29,137.7218031360556,2
2019-06-30,147.03678974710664,9
2019-07-01,150.46323617129067,10
2019-07-02,134.9817718986916,3
2019-07-03,138.62125651009208,0
2019-07-04,127.52393174380438,9
2019-07-05,125.12365809269863,8
2019-07-06,125.97058491635309,18
2019-07-07,110.74180466954842,3
2019-07-08,108.74561534408477,10
2019-07-09,103.5973435114319,10
2019-07-10,109.29988666634723,8
2019-07-11,102.95621250360982,10
2019-07-12,83.81664433751185,4
2019-07-13,102.71471800628703,5
2019-07-14,114.94086261320642,3
2019-07-15,111.18426964026152,8
2019-07-16,108.76163254918175,7
2019-07-17,119.57357108849044,10
2019-07-18,127.19455331057675,31
2019-07-19,125.20420760642213,1
2019-07-20,127.00557087799221,6
2019-07-21,129.18691314985662,8
2019-07-22,147.5977639892078,5
2019-07-23,141.51882884194956,0
2019-07-24,146.0417451427152,1
2019-07-25,147.01263740063737,9
2019-07-26,146.25535124329895,6
2019-07-27,142.65708891016658,28
2019-07-28,145.5409961267057,8
2019-07-29,149.10973419679047,7
2019-07-30,142.1536616536384,8
2019-07-31,136.46168236915383,1
2019-08-01,131.82537678472818,7
2019-08-02,126.20740340370436,3
2019-08-03,126.66858745057301,5
2019-08-04,111.83839439480974,0
2019-08-05,111.1764800752836,3
2019-08-06,119.83666043166112,0
2019-08-07,108.0158214710696,8
2019-08-08,99.85629082117738,7
2019-08-09,101.00621571940832,9
2019-08-10,107.17720282495725,3
2019-08-11,100.13899582902977,8
2019-08-12,102.03397176784642,3
2019-08-13,105.10215943472043,4
2019-08-14,106.38695154596766,0
2019-08-15,192.86351171433844,10
2019-08-16,121.50651572639731,50
2019-08-17,114.4775887447539,7
2019-08-18,123.44527562552308,6
2019-08-19,127.64697624704911,0
2019-08-20,122.30635458596313,9
2019-08-21,137.72453470000733,2
2019-08-22,131.0931528052898,0
2019-08-23,144.62364608404422,6
2019-08-24,146.22662476154508,10
2019-08-25,156.55165557155038,6
2019-08-26,141.02420222964284,4
2019-08-27,153.99520239145494,10
2019-08-28,143.657088008373,8
2019-08-29,143.0197199194409,5
2019-08-30,135.81898765607696,0
2019-08-31,129.324976816765,7
2019-09-01,125.25848992471438,10
2019-09-02,121.30742736383955,5
2019-09-03,112.62172791413373,1
2019-09-04,128.97208148161053,6
2019-09-05,110.01099042017181,1
2019-09-06,113.9362490286885,1
2019-09-07,100.89089765712863,9
2019-09-08,110.81447720240406,0
2019-09-09,105.61501840757761,3
2019-09-10,86.45271732184275,8
2019-09-11,100.26674417759679,3
2019-09-12,110.21977151808444,10
2019-09-13,108.60481527875055,6
2019-09-14,104.66595756896683,7
2019-09-15,108.65564445901431,4
2019-09-16,130.9282025182401,5
2019-09-17,135.18951061427396,8
2019-09-18,139.49053423513595,3
2019-09-19,124.03365296758749,5
2019-09-20,138.1725988830673,4
2019-09-21,144.88269241092485,30
2019-09-22,160.06229508738647,4
2019-09-23,143.9440336686649,54
2019-09-24,155.34869438789138,0
2019-09-25,140.40394373455203,1
2019-09-26,152.02476033699557,4
2019-09-27,130.17747032515933,8
2019-09-28,129.65374794512465,49
2019-09-29,135.9431150083156,8
2019-09-30,128.91444436050693,40
2019-10-01,127.84131393403665,5
2019-10-02,130.7455340612231,3
2019-10-03,119.09380370363175,10
2019-10-04,103.22757034630037,10
2019-10-05,109.74261191278113,10
2019-10-06,115.5931884247989,1
2019-10-07,100.77428748206245,10
2019-10-08,111.60225963048514,8
2019-10-09,95.04015841842136,29
2019-10-10,109.9436076213339,8
2019-10-11,112.42734801633127,43
2019-10-12,96.92137519330034,6
2019-10-13,107.4017569700254,3
2019-10-14,112.6938826914828,5
2019-10-15,109.75106443829192,8
2019-10-16,105.49267355164262,7
2019-10-17,126.59389565347391,6
2019-10-18,131.75485866020563,48
2019-10-19,132.53079435877297,21
2019-10-20,129.42296536429285,25
2019-10-21,144.56149159503966,2
2019-10-22,147.80934492100363,0
2019-10-23,145.33063241897497,5
2019-10-24,161.95067836201804,1
2019-10-25,154.92523265064702,7
2019-10-26,150.4647173345305,6
2019-10-27,139.67998222296688,0
2019-10-28,149.88297781090216,8
2019-10-29,136.12453152417885,3
2019-10-30,144.85760720002312,4
2019-10-31,138.09886112649536,2
2019-11-01,191.24914298034585,4
2019-11-02,120.34711073369145,2
2019-11-03,119.67126150010876,6
2019-11-04,107.57088481219122,2
2019-11-05,107.97443996827603,8
2019-11-06,87.83660778054372,9
2019-11-07,98.3547454265687,3
2019-11-08,102.63090840968832,4
2019-11-09,96.67845578830612,0
2019-11-10,114.24366878882863,23
2019-11-11,184.27812780041302,6
2019-11-12,99.08973930000936,3
2019-11-13,109.8514972657059,8
2019-11-14,112.76882773797693,2
2019-11-15,125.56336143861134,23
2019-11-16,134.23827486639217,0
2019-11-17,123.1198409577209,3
2019-11-18,124.9068341746314,7
2019-11-19,141.43411842614518,6
2019-11-20,160.49018582771117,10
2019-11-21,141.91330245887187,1
2019-11-22,147.54969123616866,2
2019-11-23,152.76809368394422,3
2019-11-24,146.25765253740633,0
2019-11-25,144.93948559555227,1
2019-11-26,142.78488892130602,3
2019-11-27,132.92801137374636,10
2019-11-28,136.75481401858653,10
2019-11-29,143.13398342018488,23
2019-11-30,122.6202625189925,5
2019-12-01,124.0642491020032,5
2019-12-02,123.4702580097157,4
2019-12-03,122.54309331793702,4
2019-12-04,108.59803945245442,7
2019-12-05,102.04655143316332,3
2019-12-06,105.90358457647108,5
2019-12-07,112.99681304135403,7
2019-12-08,103.62492625577048,4
2019-12-09,109.65313200576885,5
2019-12-10,109.54676247173211,10
2019-12-11,103.700655949585,6
2019-12-12,99.97381785380425,8
2019-12-13,113.89941209375169,9
2019-12-14,115.38197645313375,3
2019-12-15,125.13349440397732,4
2019-12-16,125.83817024634592,8
2019-12-17,142.0360051717218,9
2019-12-18,147.12805189008392,8
2019-12-19,135.8444414439003,8
2019-12-20,147.61591963413326,10
2019-12-21,139.9226906638554,5
2019-12-22,168.9974981536472,4
2019-12-23,152.13345608996934,10
2019-12-24,144.5446906882696,3
2019-12-25,198.01040403226773,7
2019-12-26,215.0650191714515,0
2019-12-27,145.46634114637422,1
2019-12-28,143.93552785697315,0
2019-12-29,133.1845038667177,3
2019-12-30,128.93392129193413,2
2019-12-31,121.14715222112113,10
2020-01-01,181.82555288163337,15
2020-01-02,108.73236561769347,0
2020-01-03,113.15102486851322,2
2020-01-04,104.16315173001053,4
2020-01-05,110.13516739903478,3
2020-01-06,146.2194005179538,7
2020-01-07,105.92194297771637,42
2020-01-08,107.18791826560225,1
2020-01-09,96.42148599193952,46
2020-01-10,101.56327380901607,4
2020-01-11,99.04282712692621,3
2020-01-12,115.3518387390218,6
2020-01-13,109.40822908192386,2
2020-01-14,116.6651039603718,7
2020-01-15,131.67085604733043,9
2020-01-16,130.7355482995329,6
2020-01-17,136.70489689384036,3
2020-01-18,134.55063243009795,0
2020-01-19,154.00015205019056,27
2020-01-20,150.73890800537734,37
2020-01-21,158.7022882091787,5
2020-01-22,140.67611115438544,10
2020-01-23,132.44439345655226,9
2020-01-24,159.13114855681735,0
2020-01-25,144.6101334428875,2
2020-01-26,144.4269668797398,10
2020-01-27,145.24330645586443,7
2020-01-28,134.19313756187822,9
2020-01-29,117.81891484966748,4
2020-01-30,126.36303580498083,1
2020-01-31,114.47755016679655,2
2020-02-01,110.95832450749272,8
2020-02-02,110.55758803158402,6
2020-02-03,107.77451108614657,6
2020-02-04,99.93929632331408,9
2020-02-05,109.76805160869749,2
2020-02-06,101.64757473452212,1
2020-02-07,113.14507360073367,1
2020-02-08,95.55464080288866,7
2020-02-09,110.69007457668444,1
2020-02-10,112.85334168133299,6
2020-02-11,113.07249255039386,1
2020-02-12,107.80923612289509,8
2020-02-13,128.78964414403663,49
2020-02-14,120.43598272258274,0
2020-02-15,134.49651730104065,2
2020-02-16,137.08759890817345,6
2020-02-17,139.5918706615318,7
2020-02-18,153.03601304054465,5
2020-02-19,158.4792389511562,37
2020-02-20,142.2023950261285,10
2020-02-21,158.4007741212403,39
2020-02-22,149.86292182833273,35
2020-02-23,151.1431449717229,2
2020-02-24,148.71313953542412,4
2020-02-25,139.2330151176655,46
2020-02-26,135.36529564462552,8
2020-02-27,133.13490164115908,2
2020-02-28,126.92442057428545,9
2020-02-29,117.71028803085923,1
2020-03-01,119.19091649469402,4
2020-03-02,117.30193866268122,3
2020-03-03,112.15117339631115,0
2020-03-04,112.09256641906465,0
2020-03-05,101.30295659852418,1
2020-03-06,97.08422554337722,10
2020-03-07,91.38703649207058,2
2020-03-08,96.46588221482719,8
2020-03-09,103.75199689788258,1
2020-03-10,104.91799306415338,0
2020-03-11,102.76557168656568,5
2020-03-12,113.61107388600271,5
2020-03-13,116.38102755866439,24
2020-03-14,116.15915551525924,4
2020-03-15,118.7892928657659,10
2020-03-16,131.34432343882017,8
2020-03-17,134.1326491216521,1
2020-03-18,134.7965434792264,6
2020-03-19,142.67213564046165,8
2020-03-20,155.01716883480958,6
2020-03-21,150.5328351111836,3
2020-03-22,161.654015462851,6
2020-03-23,145.04708170854553,8
2020-03-24,139.8237370351329,1
2020-03-25,146.93224421861171,0
2020-03-26,151.3101156932487,9
2020-03-27,130.32942889897666,1
2020-03-28,125.78518544248364,9
2020-03-29,131.49088427532152,10
2020-03-30,122.38292716060619,7
2020-03-31,111.79125334913746,5
2020-04-01,111.90851103567768,9
2020-04-02,123.80071858342362,5
2020-04-03,107.1199834884002,42
2020-04-04,95.40902882694891,5
2020-04-05,115.08905193122308,54
2020-04-06,88.48013275338585,1
2020-04-07,95.64032599273588,5
2020-04-08,111.12725341971698,9
2020-04-09,106.89702177441029,0
2020-04-10,119.23872041053181,1
2020-04-11,120.12691914039931,9
2020-04-12,165.39232159852625,5
2020-04-13,192.27202572463236,4
2020-04-14,136.32220308879909,31
2020-04-15,127.30239460820275,10
2020-04-16,133.48075208766068,5
2020-04-17,133.12513170562417,2
2020-04-18,142.53414350507447,7
2020-04-19,152.5624497271768,2
2020-04-20,156.6724245581731,4
2020-04-21,143.43987129129735,9
2020-04-22,140.77848374376174,0
2020-04-23,147.76825313670722,9
2020-04-24,136.42997957789242,10
2020-04-25,146.2223110679604,7
2020-04-26,138.27600277904926,5
2020-04-27,146.34214109394958,9
2020-04-28,127.75235744986118,10
2020-04-29,126.89298773280632,6
2020-04-30,119.34933662692484,5
2020-05-01,163.82760098547809,3
2020-05-02,110.37643025141844,3
2020-05-03,153.57933918587563,5
2020-05-04,108.52018353710905,3
2020-05-05,94.67352835479174,9
2020-05-06,93.58963823347374,5
2020-05-07,97.71826477865918,4
2020-05-08,107.59648329635853,8
2020-05-09,115.11157036869663,9
2020-05-10,105.88946271451857,7
2020-05-11,110.13961864211454,2
2020-05-12,112.5597685092565,9
2020-05-13,130.2951583613086,1
2020-05-14,109.89863822104151,3
2020-05-15,139.51751536277482,4
2020-05-16,126.11483968276411,5
2020-05-17,146.99508784272254,5
2020-05-18,147.6822846797033,0
2020-05-19,152.92998255689432,3
2020-05-20,145.27034908009404,2
2020-05-21,149.702732440418,49
2020-05-22,136.91327021848562,4
2020-05-23,152.146931953438,6
2020-05-24,136.7981107716808,10
2020-05-25,152.08880775138897,23
2020-05-26,137.29332940480907,0
2020-05-27,136.55618339108824,2
2020-05-28,119.53214772561356,9
2020-05-29,123.58124578423993,7
2020-05-30,117.3324481149879,6
2020-05-31,170.03012837332926,7
2020-06-01,110.00622633769814,25
2020-06-02,101.00924674193259,21
2020-06-03,100.06699408542416,10
2020-06-04,112.76364257063767,5
2020-06-05,114.06899906613626,9
2020-06-06,89.16121274513112,9
2020-06-07,107.55185577884306,0
2020-06-08,106.57536696425443,51
2020-06-09,100.89845642049094,6
2020-06-10,111.29731962700471,9
2020-06-11,182.67844527308762,9
2020-06-12,114.60727889306969,3
2020-06-13,128.05512789469225,2
2020-06-14,136.68479139122874,9
2020-06-15,134.63747520204322,2
2020-06-16,144.17747931952792,3
2020-06-17,145.65976649312432,4
2020-06-18,148.28691812871318,9
2020-06-19,144.42125058697619,1
2020-06-20,141.81445165009328,10
2020-06-21,146.84647502508267,2
2020-06-22,146.93675635425672,53
2020-06-23,151.25958139559415,10
2020-06-24,140.660736110407,2
2020-06-25,148.146779345641,53
2020-06-26,138.85090189927976,4
2020-06-27,128.6392426795974,22
2020-06-28,130.05344393492035,3
2020-06-29,128.89171764318561,28
2020-06-30,109.06879425066163,2
2020-07-01,101.21219259829503,0
2020-07-02,113.82892005253991,3
2020-07-03,112.82196035098426,7
2020-07-04,113.27386190205794,7
2020-07-05,104.55656624312962,10
2020-07-06,102.48163397275876,4
2020-07-07,104.182032962123,3
2020-07-08,108.09456529491024,7
2020-07-09,107.40558712138565,8
2020-07-10,108.9185798532944,4
2020-07-11,124.84065696722301,8
2020-07-12,118.08839695754234,2
2020-07-13,127.12961686198437,9
2020-07-14,132.3072456251793,1
2020-07-15,143.6669133736911,2
2020-07-16,143.2488714205193,7
2020-07-17,137.71012437406276,4
2020-07-18,149.888075333152,8
2020-07-19,161.69591975562201,2
2020-07-20,164.56465318689004,4
2020-07-21,153.82445783628327,5
2020-07-22,143.56385500913618,0
2020-07-23,157.3626579656254,6
2020-07-24,147.1388787505427,6
2020-07-25,140.86237603979475,8
2020-07-26,129.04411942429962,59
2020-07-27,127.77285724118317,7
2020-07-28,124.16193071592856,9
2020-07-29,115.38978678845461,3
2020-07-30,121.0030334234135,6
2020-07-31,114.98925522719107,1
2020-08-01,105.75814660933894,1
2020-08-02,106.01443781370628,7
2020-08-03,103.8539647395675,26
2020-08-04,94.13523108085491,37
2020-08-05,104.40939661235313,51
2020-08-06,101.64244529536279,3
2020-08-07,101.16864779386992,3
2020-08-08,105.49949312785087,3
2020-08-09,95.18949305616066,1
2020-08-10,121.03805539820128,9
2020-08-11,117.30025008169099,9
2020-08-12,134.47161607940328,9
2020-08-13,132.59217511715119,6
2020-08-14,130.16362638027587,4
2020-08-15,196.75736081845054,7
2020-08-16,139.4139562570596,9
2020-08-17,132.76407347596918,5
2020-08-18,141.53361918946578,3
2020-08-19,156.3794310464583,0
2020-08-20,134.4559017823873,7
2020-08-21,145.41801958863553,10
2020-08-22,155.49011784943121,0
2020-08-23,145.7162803738098,7
2020-08-24,142.83523486931918,9
2020-08-25,143.05447963330107,10
2020-08-26,131.36272396682855,5
2020-08-27,126.77407955426115,10
2020-08-28,109.3512343046058,4
2020-08-29,114.86991750736223,1
2020-08-30,119.31069816707517,7
2020-08-31,105.03844233773007,9
2020-09-01,100.54936346641797,3
2020-09-02,114.5886716948809,6
2020-09-03,105.29779319829954,3
2020-09-04,90.98003594215147,7
2020-09-05,99.94272975403263,8
2020-09-06,111.11222098698254,5
2020-09-07,114.96345180929899,2
2020-09-08,100.15650952624708,5
2020-09-09,125.32310995876793,1
2020-09-10,127.18709811303835,3
2020-09-11,126.06703219657233,4
2020-09-12,134.2388883077349,6
2020-09-13,135.836111964855,6
2020-09-14,133.2373710209514,2
2020-09-15,143.55674245194317,4
2020-09-16,149.14693320695508,2
2020-09-17,146.83013168525082,9
2020-09-18,144.3004828781988,2
2020-09-19,148.2855479219135,9
2020-09-20,151.13286014023976,3
2020-09-21,151.88274690578228,2
2020-09-22,142.69446826927526,8
2020-09-23,129.92615544264638,2
2020-09-24,129.8652082247237,4
2020-09-25,130.95643435414166,42
2020-09-26,124.88569657903888,10
2020-09-27,111.90260109710059,1
2020-09-28,115.14132666812628,55
2020-09-29,121.59860054740916,1
2020-09-30,112.28877844421652,4
2020-10-01,96.9073750110715,4
2020-10-02,108.99275020242705,6
2020-10-03,98.24922098221694,10
2020-10-04,103.43758819591126,9
2020-10-05,96.17544651014164,8
2020-10-06,107.21426632802864,7
2020-10-07,115.28210463718139,10
2020-10-08,121.08259716189829,3
2020-10-09,126.808757566878,9
2020-10-10,119.94966246502659,2
2020-10-11,120.38182253490362,2
2020-10-12,114.19384307564485,9
2020-10-13,138.00200234478137,1
2020-10-14,138.5018458948465,1
2020-10-15,143.99082195619582,7
2020-10-16,133.73025886124094,4
2020-10-17,149.56843576330007,0
2020-10-18,142.98726901068247,2
2020-10-19,156.0572519437962,38
2020-10-20,140.31111052071927,4
2020-10-21,143.72209657924694,6
2020-10-22,151.58644307113346,4
2020-10-23,133.92665561015605,3
2020-10-24,127.83535541506784,9
2020-10-25,119.61938209459149,3
2020-10-26,127.71172515601609,3
2020-10-27,129.51704986313754,0
2020-10-28,106.93110867128874,6
2020-10-29,109.18680872793891,8
2020-10-30,116.67229560324677,5
2020-10-31,104.00337564057394,10
2020-11-01,159.10645530158638,6
2020-11-02,102.61987877990505,54
2020-11-03,101.9021502746322,4
2020-11-04,101.58905455987521,10
2020-11-05,104.10438564046815,23
2020-11-06,101.26540650432115,45
2020-11-07,104.37396403269038,0
2020-11-08,129.74547504804247,4
2020-11-09,110.19693980889684,6
2020-11-10,119.3558990352484,9
2020-11-11,186.2530887889409,3
2020-11-12,117.07007663192836,0
2020-11-13,145.30568829911758,6
2020-11-14,131.12784489193822,3
2020-11-15,145.24748378528858,7
2020-11-16,151.99359173319888,6
2020-11-17,160.21195486484672,7
2020-11-18,155.7744325883636,2
2020-11-19,150.6038866881917,3
2020-11-20,148.72664819405432,1
2020-11-21,151.5082109245694,6
2020-11-22,138.3335638226583,9
2020-11-23,134.7072468594739,3
2020-11-24,130.83395610255957,2
2020-11-25,117.57676177092333,1
2020-11-26,130.43621387165675,7
2020-11-27,121.40904557611304,10
2020-11-28,95.27196914625058,6
2020-11-29,108.24436783282341,6
2020-11-30,102.52918173884652,1
2020-12-01,108.38117702763954,8
2020-12-02,94.85552939574485,45
2020-12-03,103.2397228651913,6
2020-12-04,106.96891300250589,3
2020-12-05,109.1522297745767,1
2020-12-06,114.87727583848242,10
2020-12-07,112.23418833125714,9
2020-12-08,120.86400745979901,4
2020-12-09,117.82989056544861,8
2020-12-10,116.70668436913897,24
2020-12-11,129.38899847361546,31
2020-12-12,126.28974088938536,7
2020-12-13,148.38657053366214,3
2020-12-14,138.17900967115492,10
2020-12-15,158.08756323552316,4
2020-12-16,157.56383868725078,7
2020-12-17,140.0358197840923,32
2020-12-18,155.32641833903608,3
2020-12-19,149.08875150713953,1
2020-12-20,152.8063045051929,4
2020-12-21,156.462890546155,1
2020-12-22,145.69085032951253,4
2020-12-23,144.05896566458765,3
2020-12-24,132.8874129213,1
2020-12-25,172.53767489144437,7
2020-12-26,188.69336055529192,7
2020-12-27,111.01928645369509,2
2020-12-28,117.4216367904193,43
2020-12-29,110.85008382169391,0
2020-12-30,115.13479328485221,1
2020-12-31,106.6598615411405,10
2021-01-01,163.10088775500006,3
2021-01-02,98.96368392497813,6
2021-01-03,113.77763615649222,10
2021-01-04,105.23660641617461,8
2021-01-05,112.72416546947787,2
2021-01-06,158.46939282847862,0
2021-01-07,114.59955510750702,9
2021-01-08,112.54123880103181,5
2021-01-09,128.0306312865904,7
2021-01-10,138.09501719708396,7
2021-01-11,125.90528853142975,4
2021-01-12,137.82881387346532,2
2021-01-13,161.0253241137522,3
2021-01-14,138.63046172415338,5
2021-01-15,162.39800357232406,5
2021-01-16,142.79809242737676,4
2021-01-17,152.53667610000744,0
2021-01-18,145.11902204148734,7
2021-01-19,136.70753288943828,2
2021-01-20,137.20579478146527,6
2021-01-21,135.9583247131755,9
2021-01-22,137.75971227238045,38
2021-01-23,135.8342982001228,7
2021-01-24,119.77448999456585,7
2021-01-25,107.14130702360974,3
2021-01-26,113.5207800486499,1
2021-01-27,104.05870829253938,2
2021-01-28,94.1666070726287,8
2021-01-29,111.9784316481808,8
2021-01-30,102.69049177507064,4
2021-01-31,107.8212952452974,46
2021-02-01,89.58717196327261,5
2021-02-02,107.8284335120304,0
2021-02-03,88.67032885071616,4
2021-02-04,98.04573028532614,6
2021-02-05,108.02737430588114,8
2021-02-06,119.97270756902837,1
2021-02-07,106.26964759165737,1
2021-02-08,131.36223070397136,10
2021-02-09,122.10635879219426,10
2021-02-10,130.20692220073235,10
2021-02-11,138.63528557209625,4
2021-02-12,130.3262953092805,6
2021-02-13,141.21359760630065,10
2021-02-14,150.03925698719593,4
2021-02-15,159.08169410438256,2
2021-02-16,153.63277456355658,6
2021-02-17,150.84849563317914,6
2021-02-18,148.7762805098846,9
2021-02-19,161.7057753674787,4
2021-02-20,128.97921693494408,5
2021-02-21,124.60983891109449,9
2021-02-22,134.86173483597548,2
2021-02-23,133.96752492836157,6
2021-02-24,106.70734923749727,7
2021-02-25,117.56611503660751,10
2021-02-26,126.20492310873404,5
2021-02-27,117.34642479844818,0
2021-02-28,108.83577358941542,2
2021-03-01,110.56457924276141,7
2021-03-02,104.42058652518304,1
2021-03-03,102.60443750671651,30
2021-03-04,105.87614572832233,0
2021-03-05,109.06401819019696,10
2021-03-06,107.46947203436152,6
2021-03-07,94.01849485237136,6
2021-03-08,107.48651005797593,48
2021-03-09,120.2198497222672,2
2021-03-10,131.4246486042536,1
2021-03-11,124.2455623537746,7
2021-03-12,129.72555635345682,4
2021-03-13,136.26962431390766,4
2021-03-14,146.886481134365,0
2021-03-15,147.0607901356315,4
2021-03-16,148.7024955552964,35
2021-03-17,154.0377760106673,3
2021-03-18,141.60079142402057,7
2021-03-19,142.72424702837768,8
2021-03-20,138.51401147760222,6
2021-03-21,141.92295301397473,21
2021-03-22,133.28456262002956,34
2021-03-23,131.3049456554133,49
2021-03-24,125.73841942622691,0
2021-03-25,124.91098611057896,9
2021-03-26,112.43581388783284,7
2021-03-27,118.8934209968827,9
2021-03-28,113.42026698534032,8
2021-03-29,101.31391807750978,15
2021-03-30,113.52117792813719,9
2021-03-31,100.3004471305076,1
2021-04-01,99.82168795816766,1
2021-04-02,95.49129854547385,46
2021-04-03,94.05785877816841,7
2021-04-04,167.78579778167747,2
2021-04-05,171.8851812758629,2
2021-04-06,98.53786744110063,6
2021-04-07,113.9867580651278,1
2021-04-08,116.56107916671425,0
2021-04-09,125.62248853524966,8
2021-04-10,131.28364996311862,6
2021-04-11,133.90638034139116,8
2021-04-12,149.41774882319393,8
2021-04-13,141.7962834302426,8
2021-04-14,156.29251477354032,4
2021-04-15,145.1794142610896,1
2021-04-16,139.9704185796736,6
2021-04-17,142.18893354638294,5
2021-04-18,144.03025739200166,5
2021-04-19,150.49889788481545,19
2021-04-20,142.7440525573301,4
2021-04-21,136.69948321135345,3
2021-04-22,128.22580753611948,2
2021-04-23,136.21925206048203,7
2021-04-24,121.73986802922175,10
2021-04-25,127.05622888017069,4
2021-04-26,117.50518489703053,0
2021-04-27,109.75186327713863,10
2021-04-28,112.08361838608062,5
2021-04-29,107.71592870183922,51
2021-04-30,102.3503286923106,2
2021-05-01,140.61796873956303,5
2021-05-02,90.91142014818229,1
2021-05-03,140.5748382686837,3
2021-05-04,95.37104038874266,6
2021-05-05,104.86175568885947,4
2021-05-06,118.31360087472324,6
2021-05-07,120.94058712302761,0
2021-05-08,122.7253190643563,3
2021-05-09,121.89686981232833,6
2021-05-10,134.07468883717718,2
2021-05-11,135.7707056709551,0
2021-05-12,136.95662811952528,4
2021-05-13,152.1479356086775,5
2021-05-14,138.32520440590682,0
2021-05-15,153.3250748275847,4
2021-05-16,145.0793347758308,2
2021-05-17,148.47651813925538,8
2021-05-18,146.19678532086084,2
2021-05-19,143.77115666585988,9
2021-05-20,140.9591443051034,1
2021-05-21,128.04981235913363,20
2021-05-22,132.56518732186908,0
2021-05-23,206.07123947202206,2
2021-05-24,117.49402622561092,6
2021-05-25,119.60073871358931,8
2021-05-26,128.04055247456805,0
2021-05-27,108.0712732907037,3
2021-05-28,101.29540767785905,8
2021-05-29,107.11140976123801,9
2021-05-30,97.92442389715474,5
2021-05-31,100.816888518449,5
2021-06-01,89.36874726930292,0
2021-06-02,112.31388587819181,2
2021-06-03,132.94709765187974,3
2021-06-04,105.78009819042498,10
2021-06-05,102.04755309257403,10
2021-06-06,112.55822334798515,6
2021-06-07,115.17593640281464,0
2021-06-08,136.46104941365897,3
2021-06-09,133.56088945288823,7
2021-06-10,137.26744473229377,6
2021-06-11,142.8260522021952,10
2021-06-12,133.12898961438322,7
2021-06-13,145.13887668642906,10
2021-06-14,148.7712947454463,24
2021-06-15,147.87743692918812,30
2021-06-16,143.76393816999501,1
2021-06-17,149.29363722975404,4
2021-06-18,142.623996196651,4
2021-06-19,138.9071067303438,10
2021-06-20,142.309223825869,8
2021-06-21,135.8011317898639,7
2021-06-22,130.4497382680882,4
2021-06-23,135.67858963708463,4
2021-06-24,121.65045288610105,4
2021-06-25,115.41019225655009,50
2021-06-26,108.28574718184372,8
2021-06-27,108.21939657482456,4
2021-06-28,103.15654272174318,6
2021-06-29,104.67577306226842,0
2021-06-30,101.13212870105843,1
2021-07-01,98.23387610044166,4
2021-07-02,113.47427725819307,34
2021-07-03,97.11666664601694,8
